timestamp,age_group,industry,job_title,job_context,annual_salary,additional_compensation,currency,"If ""Other,"" please indicate the currency here: ",income_context,country,state,city,overall_experience,field_experience,education_level,gender,race,total_compensation,major_industry
4/28/2021 15:23:03,25-34,Education (Primary/Secondary),Teacher,,45000.0,0.0,USD,,,United States,Oregon,Portland,5-7 years,2 - 4 years,Master's degree,Woman,White,45000.0,Education and Research
4/28/2021 15:23:08,35-44,Education (Higher Education),Director of Disability and Access Resources,,82000.0,0.0,USD,,,USA,Pennsylvania,Philadelphia ,11 - 20 years,11 - 20 years,Master's degree,Woman,White,82000.0,Education and Research
4/28/2021 15:23:09,45-54,Health care,Learning Technology Specialist,Learning Management System administrator,48000.0,0.0,USD,,,US,Ohio,Toledo,11 - 20 years,5-7 years,Some college,Woman,White,48000.0,Healthcare and Life Sciences
4/28/2021 15:23:15,18-24,Nonprofits,Senior Research Assistant ,,49500.0,0.0,USD,,,United States,Maryland,Bethesda,5-7 years,2 - 4 years,College degree,Woman,Black or African American,49500.0,Technology and Information
4/28/2021 15:23:26,18-24,Engineering or Manufacturing,Quality Engineer,,84000.0,0.0,USD,,,USA,Massachusetts,Boston,2 - 4 years,2 - 4 years,College degree,Man,White,84000.0,Manufacturing and Industry
4/28/2021 15:23:40,35-44,Government and Public Administration,Lead Associate,I work for a government contractor doing consulting for federal/HHS clients,157000.0,0.0,USD,,,US,Colorado,Denver,11 - 20 years,11 - 20 years,Master's degree,Woman,White,157000.0,Government and Public Sector
4/28/2021 15:23:43,25-34,Education (Higher Education),Business Systems Analyst,AKA Application Analyst or HRIS Analyst  ,86000.0,0.0,USD,,,United States,Washington,Seattle,11 - 20 years,8 - 10 years,Master's degree,Woman,White,86000.0,Education and Research
4/28/2021 15:23:58,18-24,Nonprofits,Senior Research Assistant ,,49500.0,0.0,USD,,,United States,Maryland,Bethesda,5-7 years,2 - 4 years,College degree,Woman,Black or African American,49500.0,Technology and Information
4/28/2021 15:24:28,25-34,Health care,Marketing Coordinator,,46000.0,0.0,USD,,,United States,Texas,Dallas,2 - 4 years,2 - 4 years,College degree,Woman,White,46000.0,Healthcare and Life Sciences
4/28/2021 15:24:31,25-34,Nonprofits,Executive Director,,40000.0,2000.0,USD,,,USA,Illinois,Barrington,8 - 10 years,5-7 years,Master's degree,Woman,White,42000.0,Technology and Information
4/28/2021 15:24:52,25-34,Engineering or Manufacturing,Senior Technical Sales Engineer,,76000.0,33000.0,USD,,Commission varies +/-$10k annually,US,Minnesota,Minneapolis,5-7 years,5-7 years,College degree,Woman,White,109000.0,Manufacturing and Industry
4/28/2021 15:25:02,25-34,Engineering or Manufacturing,Quality Engineer and Internal Auditor,,73000.0,0.0,USD,,,United States,Connecticut,Windsor Locks,2 - 4 years,2 - 4 years,College degree,Woman,"Black or African American, White",73000.0,Manufacturing and Industry
4/28/2021 15:25:09,35-44,Media & Digital,"Senior Manager, Content Acquisition",,100000.0,0.0,USD,,I'm currently a 1099 employee with an annual salary for an international company ,United States,Utah,remote,11 - 20 years,5-7 years,Master's degree,Woman,White,100000.0,Technology and Information
4/28/2021 15:25:25,18-24,Commercial Real Estate,Investment Analyst,Basically investment banking in the commercial real estate space,70000.0,5000.0,USD,,"401k benefits, health, dental, and vision ins, standard stuff",US,North Carolina,Charlotte,2 - 4 years,1 year or less,College degree,Woman,White,75000.0,Real Estate and Construction
4/28/2021 15:25:28,25-34,Health care,Certified Pharmacy Technician,Sterile Compounding in Hospital Setting,32000.0,0.0,USD,,,United States,Louisiana,Baton Rouge,5-7 years,5-7 years,College degree,Woman,White,32000.0,Healthcare and Life Sciences
4/28/2021 15:25:31,25-34,Education (Primary/Secondary),Teacher,,49494.0,1500.0,USD,,,USA,Kentucky,Louisville,2 - 4 years,2 - 4 years,Master's degree,Woman,White,50994.0,Education and Research
4/28/2021 15:25:32,25-34,Health care,Lease Administrator,I'm in health care real estate,65000.0,3250.0,USD,,,USA,Colorado,Denver,8 - 10 years,2 - 4 years,Master's degree,Woman,White,68250.0,Healthcare and Life Sciences
4/28/2021 15:25:46,25-34,Education (Higher Education),HR Generalist,,63000.0,0.0,USD,,,USA,Wisconsin,Madison,8 - 10 years,8 - 10 years,College degree,Man,White,63000.0,Education and Research
4/28/2021 15:25:57,45-54,Government and Public Administration,Analyst,,81000.0,0.0,USD,,,USA,California,Sacramento,21 - 30 years,21 - 30 years,Some college,Woman,"Hispanic, Latino, or Spanish origin",81000.0,Government and Public Sector
4/28/2021 15:26:25,25-34,Engineering or Manufacturing,Environmental engineer ,Project manager ,86500.0,0.0,USD,,,United States,Georgia,Atlanta ,5-7 years,5-7 years,College degree,Man,White,86500.0,Manufacturing and Industry
4/28/2021 15:26:29,35-44,Education (Higher Education),f,,87552.0,0.0,USD,,,USA,Ohio,Columbus,11 - 20 years,5-7 years,,Man,Asian or Asian American,87552.0,Education and Research
4/28/2021 15:26:38,18-24,Nonprofits,Associate,,25000.0,3000.0,USD,,,United States,North Carolina,Charlotte,2 - 4 years,1 year or less,College degree,Woman,"Middle Eastern or Northern African, White",28000.0,Technology and Information
4/28/2021 15:27:02,25-34,"Marketing, Advertising & PR",Director of Marketing,,70725.0,15000.0,USD,,,USA,New York,NYC,5-7 years,5-7 years,College degree,Woman,White,85725.0,Professional Services
4/28/2021 15:27:06,25-34,Business or Consulting,Manager,,210000.0,10000.0,USD,,,USA,Illinois,Chicago,8 - 10 years,8 - 10 years,Master's degree,Woman,White,220000.0,Professional Services
4/28/2021 15:27:29,18-24,Business or Consulting,GIS Analyst,,54000.0,0.0,USD,,,United States,Minnesota,Minneapolis,2 - 4 years,2 - 4 years,College degree,Woman,White,54000.0,Professional Services
4/28/2021 15:27:29,35-44,Recruitment or HR,Head of Talent Acquisition,,120000.0,0.0,USD,,,USA,Pennsylvania,Philadelphia,11 - 20 years,5-7 years,College degree,Woman,Asian or Asian American,120000.0,Technology and Information
4/28/2021 15:27:37,35-44,"Marketing, Advertising & PR",Vice President Account Director ,,160000.0,7500.0,USD,,,United States,New York,New York,11 - 20 years,11 - 20 years,College degree,Woman,White,167500.0,Professional Services
4/28/2021 15:27:54,35-44,Sales,Sr. Regional Sales Manager,,210000.0,150000.0,USD,,Bonus plus stock awards ,United States,Tennessee,Nashville ,11 - 20 years,11 - 20 years,College degree,Man,White,360000.0,Professional Services
4/28/2021 15:29:05,18-24,Media & Digital,Sales Planner,,59600.0,10000.0,USD,,,United States,New York,New York City,2 - 4 years,2 - 4 years,College degree,Woman,White,69600.0,Technology and Information
4/28/2021 15:29:17,45-54,"Accounting, Banking & Finance",Engineering Team Leader,This is equivalent to a Software Engineering Manager ,139500.0,10000.0,USD,,"I am eligible for a 5-15% bonus every year, plus stock awards",United States,California,Redwood City,21 - 30 years,21 - 30 years,College degree,Man,White,149500.0,Financial Services
4/28/2021 15:29:23,35-44,Sales,Managing content coordinator,,50000.0,10000.0,USD,,,united states,Maine,portland,11 - 20 years,11 - 20 years,College degree,Woman,White,60000.0,Professional Services
4/28/2021 15:29:29,35-44,Business or Consulting,Director of Marketing,,120000.0,18000.0,USD,,,United States,Georgia,Atlanta,11 - 20 years,11 - 20 years,College degree,Woman,Asian or Asian American,138000.0,Professional Services
4/28/2021 15:29:29,25-34,Media & Digital,Podcast Producer ,,87000.0,0.0,USD,,,US,New York,New York,8 - 10 years,2 - 4 years,College degree,Woman,"Asian or Asian American, White",87000.0,Technology and Information
4/28/2021 15:29:36,35-44,Nonprofits,Communications Director,,110000.0,0.0,USD,,,United States,District of Columbia,"Washington, DC",11 - 20 years,11 - 20 years,College degree,Woman,White,110000.0,Technology and Information
4/28/2021 15:29:44,25-34,Government and Public Administration,Attorney,,87000.0,0.0,USD,,,USA,District of Columbia,"Washington, DC",2 - 4 years,1 year or less,"Professional degree (MD, JD, etc.)",Woman,White,87000.0,Government and Public Sector
4/28/2021 15:30:08,45-54,Property or Construction,Virtual Bookkeeper/Admin,I work remotely as a bookkeeper and office admin for a general contractor,41600.0,0.0,USD,,,USA,Texas,"Company is in San Antonio, I live 3 hours away in a rural community",21 - 30 years,21 - 30 years,Some college,Woman,White,41600.0,Real Estate and Construction
4/28/2021 15:30:18,35-44,Education (Primary/Secondary),Senior Business analyst ,,90000.0,9000.0,USD,,,United States,Virginia,Herndon,11 - 20 years,8 - 10 years,Master's degree,Woman,White,99000.0,Education and Research
4/28/2021 15:30:20,25-34,Education (Higher Education),Communications Manager ,,57000.0,0.0,USD,,,USA,Virginia,Lynchburg,5-7 years,5-7 years,Master's degree,Woman,Black or African American,57000.0,Education and Research
4/28/2021 15:30:30,35-44,Nonprofits,Quality Assurance Director,,93000.0,0.0,USD,,,USA,Massachusetts,Lowell,11 - 20 years,11 - 20 years,Master's degree,Woman,White,93000.0,Technology and Information
4/28/2021 15:30:49,45-54,Retail,Customer service specialist ,,40000.0,0.0,USD,,,USA,Maryland,Baltimore ,11 - 20 years,8 - 10 years,Some college,Woman,White,40000.0,Retail and Consumer Services
4/28/2021 15:31:05,25-34,Nonprofits,Assistant Director of Individual Giving,,89000.0,4475.0,USD,,Bonus is a percentage of your pay based on if you fully or partially meet your goals for the year.,USA,New York,New York,11 - 20 years,11 - 20 years,College degree,Woman,White,93475.0,Technology and Information
4/28/2021 15:31:12,35-44,Library,Librarian,Public libraries,43800.0,0.0,USD,,,USA,Pennsylvania,Pittsburgh,8 - 10 years,5-7 years,Master's degree,Woman,"Middle Eastern or Northern African, White",43800.0,Education and Research
4/28/2021 15:31:34,35-44,Education (Higher Education),Program Coordinator,,51272.0,1000.0,USD,,,USA,California,Los Angeles,11 - 20 years,11 - 20 years,College degree,Woman,"Asian or Asian American, White, Another option not listed here or prefer not to answer",52272.0,Education and Research
4/28/2021 15:31:53,25-34,Engineering or Manufacturing,Computer System Validation Engineer,,100000.0,100.0,USD,,,United States,California,Santa Monica,2 - 4 years,2 - 4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin",100100.0,Manufacturing and Industry
4/28/2021 15:31:55,45-54,"Accounting, Banking & Finance",Member advisor,,34500.0,1000.0,USD,,,United states,,Bemidji,2 - 4 years,2 - 4 years,Some college,Woman,White,35500.0,Financial Services
4/28/2021 15:32:15,25-34,Health care,Assistant Director,,87000.0,0.0,USD,,,USA,New York,Brooklyn,5-7 years,2 - 4 years,College degree,Woman,White,87000.0,Healthcare and Life Sciences
4/28/2021 15:32:18,35-44,Education (Higher Education),Program Coordinator,(interim; not permanent),51000.0,0.0,USD,,,United States,Ohio,Columbus,11 - 20 years,11 - 20 years,Master's degree,Woman,White,51000.0,Education and Research
4/28/2021 15:32:30,25-34,Education (Primary/Secondary),Research DIrector,,102000.0,0.0,USD,,,USA,Illinois,Chicago,8 - 10 years,5-7 years,Master's degree,Woman,White,102000.0,Education and Research
4/28/2021 15:32:38,55-64,Education (Higher Education),Director,,57000.0,0.0,USD,,,US ,Virginia,Blacksburg,11 - 20 years,2 - 4 years,,Woman,White,57000.0,Education and Research
4/28/2021 15:32:39,25-34,"Marketing, Advertising & PR",Digital Marketing Strategist,,79000.0,10000.0,USD,,,United States,District of Columbia,Washington DC ,8 - 10 years,5-7 years,College degree,Woman,White,89000.0,Professional Services
4/28/2021 15:32:54,25-34,Media & Digital,Deputy managing editor,,72000.0,0.0,USD,,,United States,Massachusetts,Boston,5-7 years,5-7 years,College degree,Woman,White,72000.0,Technology and Information
4/28/2021 15:33:08,55-64,Education (Higher Education),Executive Director,Information Technology,230000.0,0.0,USD,,,United States,California,San Diego,31 - 40 years,31 - 40 years,PhD,Man,White,230000.0,Education and Research
4/28/2021 15:33:43,35-44,Engineering or Manufacturing,VP Digital Marketing and Customer Experience,,200000.0,60000.0,USD,,,United States,North Carolina,Charlotte,11 - 20 years,8 - 10 years,College degree,Woman,White,260000.0,Manufacturing and Industry
4/28/2021 15:34:03,35-44,"Accounting, Banking & Finance",Payroll Manager,,92000.0,0.0,USD,,,US,Oregon,Portland,11 - 20 years,8 - 10 years,Some college,Woman,White,92000.0,Financial Services
4/28/2021 15:34:13,35-44,"Accounting, Banking & Finance",Senior Product Manager,,120000.0,30000.0,USD,,,United States,Rhode Island,Home,11 - 20 years,11 - 20 years,College degree,Woman,Asian or Asian American,150000.0,Financial Services
4/28/2021 15:34:20,25-34,"Marketing, Advertising & PR",Marketing Coordinator ,At a ski resort ,42000.0,1200.0,USD,,,United States,Utah,Salt Lake City ,5-7 years,2 - 4 years,Master's degree,Woman,White,43200.0,Professional Services
4/28/2021 15:34:40,35-44,Education (Higher Education),Education Administration Coordinator,,53248.0,0.0,USD,,,United States,Minnesota,Rochester,11 - 20 years,8 - 10 years,Some college,Woman,White,53248.0,Education and Research
4/28/2021 15:34:53,25-34,Nonprofits,Program manager,Event production & graphic design ,63000.0,0.0,USD,,,United States,California,San Francisco,2 - 4 years,2 - 4 years,College degree,Woman,"Asian or Asian American, White",63000.0,Technology and Information
4/28/2021 15:34:56,35-44,Health care,Physician (infectious diseases),,187000.0,22000.0,USD,,,US,,Prefer not to say,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Man,"Hispanic, Latino, or Spanish origin, White",209000.0,Healthcare and Life Sciences
4/28/2021 15:35:22,45-54,Education (Higher Education),Associate Librarian,,77000.0,0.0,USD,,,United States,New York,Buffalo,11 - 20 years,11 - 20 years,Master's degree,Woman,White,77000.0,Education and Research
4/28/2021 15:35:29,35-44,Insurance,Product Manger GL/Umb,I wrote and manage coverage forms for commercial lines,85000.0,12000.0,USD,,Bonus starts at 15% of salary and can go up and down depending on company and individual performance ,United States,Massachusetts,Worcester ,11 - 20 years,2 - 4 years,College degree,Woman,White,97000.0,Financial Services
4/28/2021 15:35:35,25-34,Nonprofits,Program Coordinator,,52606.0,0.0,USD,,,United States,District of Columbia,Washington DC,2 - 4 years,2 - 4 years,College degree,Woman,White,52606.0,Technology and Information
4/28/2021 15:36:20,35-44,Insurance,Director of Data Engineering,,155000.0,27000.0,USD,,,USA,,Hartford ,8 - 10 years,5-7 years,Master's degree,Man,White,182000.0,Financial Services
4/28/2021 15:36:31,35-44,Nonprofits,"Director, Fundraising ",,74000.0,0.0,USD,,,United States,Ohio,Cleveland,11 - 20 years,11 - 20 years,Master's degree,Woman,White,74000.0,Technology and Information
4/28/2021 15:36:38,35-44,"Accounting, Banking & Finance",Branch Manager,,69700.0,10000.0,USD,,Base Salary + Quarterly Bonuses,USA,Washington,"Seattle, WA",11 - 20 years,8 - 10 years,College degree,Woman,White,79700.0,Financial Services
4/28/2021 15:36:45,35-44,Nonprofits,Knowledge Manager ,,80000.0,6000.0,USD,,,United States,Illinois,Chicago,11 - 20 years,8 - 10 years,Master's degree,Woman,White,86000.0,Technology and Information
4/28/2021 15:37:29,25-34,"Marketing, Advertising & PR",Product Director,,135000.0,0.0,USD,,,USA,North Carolina,Raleigh,8 - 10 years,2 - 4 years,College degree,Woman,White,135000.0,Professional Services
4/28/2021 15:37:31,35-44,Insurance,Product Manger GL/Umb,I wrote and manage coverage forms for commercial lines,85000.0,12000.0,USD,,Bonus starts at 15% of salary and can go up and down depending on company and individual performance ,United States,Massachusetts,Worcester ,11 - 20 years,2 - 4 years,College degree,Woman,White,97000.0,Financial Services
4/28/2021 15:37:49,25-34,Sales,Sales Director,,46000.0,5000.0,USD,,,United States,Missouri,Springfield,5-7 years,8 - 10 years,Some college,Woman,White,51000.0,Professional Services
4/28/2021 15:38:37,25-34,Property or Construction,Job Captain,JOb Captain at high end residential architecture firm,65000.0,2000.0,USD,,"I pay no insurance premiums, and get a health and wellness benefit every year as well. ",USA,Colorado,Aspen,5-7 years,5-7 years,College degree,Woman,White,67000.0,Real Estate and Construction
4/28/2021 15:38:47,25-34,Engineering or Manufacturing,Quality Engineer II,Med devices,85000.0,8500.0,USD,,,US,Minnesota,Minneapolis suburbs,2 - 4 years,2 - 4 years,Master's degree,Woman,White,93500.0,Manufacturing and Industry
4/28/2021 15:38:59,25-34,Insurance,Group Underwriter,,72000.0,5000.0,USD,,,United States,Pennsylvania,Pittsburgh,8 - 10 years,5-7 years,College degree,Man,White,77000.0,Financial Services
4/28/2021 15:39:06,55-64,Health care,RN Case Manager,,92000.0,1000.0,USD,,,USA,Virginia,Leesburg,31 - 40 years,8 - 10 years,College degree,Woman,White,93000.0,Healthcare and Life Sciences
4/28/2021 15:39:20,35-44,Education (Higher Education),Higher Education Officer,I'm a mid-level administrator at a public university,121000.0,0.0,USD,,,USA,New York,New York City,11 - 20 years,8 - 10 years,PhD,Woman,White,121000.0,Education and Research
4/28/2021 15:39:35,35-44,Health care,Engineering Manager,,165000.0,0.0,USD,,,United States,Maryland,Frederick,21 - 30 years,8 - 10 years,Master's degree,Man,White,165000.0,Healthcare and Life Sciences
4/28/2021 15:40:41,35-44,Property or Construction,IBEW Electrician ,Union Commercial Electrician ,165000.0,0.0,USD,,,US,California,San Jose,21 - 30 years,21 - 30 years,Some college,Woman,White,165000.0,Real Estate and Construction
4/28/2021 15:41:15,25-34,Education (Primary/Secondary),Special education teaching assistant,,14000.0,0.0,USD,,,United States ,Michigan,Ann Arbor ,8 - 10 years,1 year or less,Master's degree,Woman,White,14000.0,Education and Research
4/28/2021 15:41:18,25-34,Business or Consulting,Solutions Architect ,,120000.0,9000.0,USD,,,Us ,Massachusetts,Boston ,8 - 10 years,5-7 years,Some college,Woman,White,129000.0,Professional Services
4/28/2021 15:41:23,18-24,Insurance,Actuarial Analyst,,115000.0,87000.0,USD,,,United States,California,San Francisco,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American,202000.0,Financial Services
4/28/2021 15:41:29,35-44,Property or Construction,Regional Manager,(appraisal management company),53950.0,0.0,USD,,,United States,Colorado,Denver,11 - 20 years,2 - 4 years,Master's degree,Woman,White,53950.0,Real Estate and Construction
4/28/2021 15:41:31,35-44,Media & Digital,senior editor,,64900.0,0.0,USD,,My company is a nonprofit,USA,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,College degree,Woman,White,64900.0,Technology and Information
4/28/2021 15:41:34,25-34,Education (Higher Education),Associate Director of Admissions,,75000.0,0.0,USD,,,US,Massachusetts,Cambridge,8 - 10 years,8 - 10 years,Master's degree,Woman,White,75000.0,Education and Research
4/28/2021 15:41:55,25-34,Health care,Senior Project Manager,I assist clinical trials,118000.0,5000.0,USD,,,USA,New York,NYC,8 - 10 years,2 - 4 years,College degree,Woman,"Black or African American, White",123000.0,Healthcare and Life Sciences
4/28/2021 15:41:59,55-64,Health care,RN Case Manager,,92000.0,1000.0,USD,,,USA,Virginia,Richmond,31 - 40 years,8 - 10 years,College degree,Woman,White,93000.0,Healthcare and Life Sciences
4/28/2021 15:42:04,25-34,Recruitment or HR,Learning Specialist,"I create content and train others in leadership, professionalism, HR fundamentals, etc.",63000.0,0.0,USD,,,USA,Hawaii,Honolulu,11 - 20 years,11 - 20 years,College degree,Man,Asian or Asian American,63000.0,Technology and Information
4/28/2021 15:42:07,35-44,Government and Public Administration,Digital Librarian,,71000.0,0.0,USD,,,USA,District of Columbia,"Alexandria, VA",11 - 20 years,11 - 20 years,Master's degree,Man,White,71000.0,Government and Public Sector
4/28/2021 15:42:14,25-34,Nonprofits,Deputy Director of Communications,,99945.0,0.0,USD,,,United States,District of Columbia,"Washington, DC",8 - 10 years,8 - 10 years,College degree,Woman,White,99945.0,Technology and Information
4/28/2021 15:42:24,25-34,Nonprofits,Event Planner,,53560.0,0.0,USD,,,United States,Washington,Seattle,2 - 4 years,2 - 4 years,College degree,Woman,White,53560.0,Technology and Information
4/28/2021 15:42:36,45-54,Nonprofits,Director of Development,,84000.0,0.0,USD,,,USA,South Carolina,Georgetown,31 - 40 years,21 - 30 years,College degree,Woman,White,84000.0,Technology and Information
4/28/2021 15:42:48,25-34,"Marketing, Advertising & PR",Digital Supervisor,,70000.0,0.0,USD,,,US,New York,New York City,2 - 4 years,2 - 4 years,College degree,Man,"Hispanic, Latino, or Spanish origin, White",70000.0,Professional Services
4/28/2021 15:43:01,35-44,Insurance,Business Intelligence Manager,"The official title is Staff VP, Business Intelligence Manager and it is an officer role",150000.0,35000.0,USD,,"I get an annual bonus of 25-35% base salary, depending on other factors",US,Rhode Island,"Johnston, RI",11 - 20 years,8 - 10 years,Master's degree,Man,White,185000.0,Financial Services
4/28/2021 15:43:25,25-34,Architecture,Project Architect,,80000.0,0.0,USD,,,USA,Hawaii,Honolulu,8 - 10 years,8 - 10 years,College degree,Woman,Asian or Asian American,80000.0,Technology and Information
4/28/2021 15:43:26,25-34,Health care,Research Coordinator,,39936.0,0.0,USD,,,United States,Ohio,Cleveland,2 - 4 years,2 - 4 years,College degree,Woman,White,39936.0,Healthcare and Life Sciences
4/28/2021 15:43:39,25-34,"Marketing, Advertising & PR",Marketing Content Creator ,,65000.0,5000.0,Other,Equity,,United States,New York,Brooklyn,8 - 10 years,2 - 4 years,College degree,Woman,White,70000.0,Professional Services
4/28/2021 15:44:19,18-24,Construction,Project Engineer,,76000.0,0.0,USD,,,United States,Virginia,Reston,2 - 4 years,2 - 4 years,College degree,Woman,White,76000.0,Real Estate and Construction
4/28/2021 15:44:30,45-54,Government and Public Administration,Architectural Drafting Technician II,I design Bridges,64215.0,0.0,USD,,,USA,Minnesota,Saint Paul,11 - 20 years,11 - 20 years,Some college,Woman,White,64215.0,Government and Public Sector
4/28/2021 15:44:32,25-34,Nonprofits,Fundraising Manager,,78500.0,11500.0,USD,,,United States,New York,New York,2 - 4 years,2 - 4 years,College degree,Woman,Black or African American,90000.0,Technology and Information
4/28/2021 15:44:51,25-34,Business or Consulting,Senior Advisory Specialist,,76000.0,3800.0,USD,,,United States,Virginia,Arlington,2 - 4 years,2 - 4 years,College degree,Woman,White,79800.0,Professional Services
4/28/2021 15:45:03,35-44,"Accounting, Banking & Finance",Junior Accountant,I bounce between contracts and the full time salaries I had forced me to wear too many hats and I would burn out,40000.0,0.0,USD,,,USA,New Jersey,Parsippany,8 - 10 years,2 - 4 years,Master's degree,Man,White,40000.0,Financial Services
4/28/2021 15:45:26,25-34,"Marketing, Advertising & PR",Art Director,,105000.0,0.0,USD,,,USA,New York,New York,5-7 years,5-7 years,College degree,Woman,White,105000.0,Professional Services
4/28/2021 15:45:39,25-34,Government and Public Administration,Business systems analyst,,68000.0,0.0,USD,,,United States,Washington,Richland,2 - 4 years,1 year or less,College degree,Woman,White,68000.0,Government and Public Sector
4/28/2021 15:45:58,25-34,Education (Higher Education),Development Coordinator,Fundraiser,66000.0,0.0,USD,,,United States,New York,New York,8 - 10 years,5-7 years,College degree,Woman,White,66000.0,Education and Research
4/28/2021 15:46:21,35-44,Engineering or Manufacturing,Sr. FP&A Analyst,Head the FP&A Dept. Title not commensurate with job.,145000.0,0.0,USD,,,USA,"New Jersey, New York",Remote WFH currently,8 - 10 years,8 - 10 years,Master's degree,Woman,Asian or Asian American,145000.0,Manufacturing and Industry
4/28/2021 15:46:27,25-34,Recruitment or HR,Coordination Business Partner,,68000.0,0.0,USD,,,United States,Massachusetts,Boston,8 - 10 years,5-7 years,Master's degree,Woman,White,68000.0,Technology and Information
4/28/2021 15:46:35,35-44,Government and Public Administration,Environmental program manager,Program manager in the environmental government sector ,135283.0,0.0,USD,,,USA,California,Sacramento ,11 - 20 years,11 - 20 years,College degree,Woman,"Asian or Asian American, Hispanic, Latino, or Spanish origin, White",135283.0,Government and Public Sector
4/28/2021 15:47:01,25-34,Business or Consulting,Project Manager,,93000.0,4500.0,USD,,,USA,Pennsylvania,Philadelphia ,8 - 10 years,2 - 4 years,College degree,Woman,Black or African American,97500.0,Professional Services
4/28/2021 15:47:14,25-34,Insurance,Underwriting Assistant,,49350.0,2000.0,USD,,,US,Tennessee,Nashville ,2 - 4 years,2 - 4 years,College degree,Woman,White,51350.0,Financial Services
4/28/2021 15:47:41,25-34,Media & Digital,Senior UX Designer,,156000.0,0.0,USD,,,United States,New York,New York,11 - 20 years,8 - 10 years,College degree,Woman,Asian or Asian American,156000.0,Technology and Information
4/28/2021 15:48:04,25-34,Libraries/Museums/Archives,Branch manager,,40830.0,0.0,USD,,,united states,Louisiana,prefer not to answer,8 - 10 years,5-7 years,Master's degree,Woman,White,40830.0,Education and Research
4/28/2021 15:48:09,35-44,"Accounting, Banking & Finance",Embedded IT Project Manager/Scrum Master,,55000.0,3500.0,USD,,,USA,Tennessee,Knoxville,11 - 20 years,2 - 4 years,Master's degree,Woman,White,58500.0,Financial Services
4/28/2021 15:48:47,35-44,Retail,data analyst,,117500.0,9400.0,USD,,,USA,New York,New York,8 - 10 years,5-7 years,College degree,Woman,Asian or Asian American,126900.0,Retail and Consumer Services
4/28/2021 15:48:52,35-44,Nonprofits,Executive Director,,68000.0,0.0,USD,,,USA,Kentucky,Frankfort,11 - 20 years,11 - 20 years,Master's degree,Woman,White,68000.0,Technology and Information
4/28/2021 15:49:06,25-34,Medical supply Wholesale & Warehousing,Office Coordinator & Assistant to VP of Quality,,33000.0,0.0,USD,,,USA,New Jersey,"Eatontown, NJ",8 - 10 years,2 - 4 years,College degree,Woman,White,33000.0,Healthcare and Life Sciences
4/28/2021 15:49:32,25-34,Education (Higher Education),Clinical Mental Health and Academic Counselor,It is ranked as a faculty position at the college under Title III.,59000.0,0.0,USD,,,USA,Illinois,Midwest IL,8 - 10 years,8 - 10 years,Master's degree,Woman,White,59000.0,Education and Research
4/28/2021 15:49:33,35-44,Property or Construction,Director of Operations,,112000.0,10000.0,USD,,,USA,Tennessee,Memphis,21 - 30 years,11 - 20 years,Some college,Woman,White,122000.0,Real Estate and Construction
4/28/2021 15:50:05,25-34,Business or Consulting,Associate Consultant,,84000.0,0.0,USD,,,United States,New York,New York City,2 - 4 years,2 - 4 years,Master's degree,Woman,Black or African American,84000.0,Professional Services
4/28/2021 15:50:09,25-34,Sales,Commercial Service Representative,"Inside sales, Essentially",60000.0,12000.0,USD,,The additional is commissions - which varies greatly but I aim for $1000 a month.,USA,New York,Rochester,8 - 10 years,5-7 years,College degree,Woman,White,72000.0,Professional Services
4/28/2021 15:50:26,25-34,Media & Digital,Digital Marketing Manager,,55000.0,10000.0,USD,,Includes commission,United States,Georgia,Atlanta ,5-7 years,5-7 years,College degree,Woman,White,65000.0,Technology and Information
4/28/2021 15:50:50,25-34,Health care,Education administration coordinator,,50000.0,0.0,USD,,,USA ,Minnesota,Rochester,11 - 20 years,2 - 4 years,College degree,Man,White,50000.0,Healthcare and Life Sciences
4/28/2021 15:50:53,25-34,Sales,Account manager,Fintech software sales,117500.0,6000.0,USD,,,Usa ,New York,Nyc ,8 - 10 years,8 - 10 years,College degree,Woman,Asian or Asian American,123500.0,Professional Services
4/28/2021 15:51:15,35-44,Health care,Revenue Cycle Manager,,100000.0,0.0,USD,,,United States,New York,New York,11 - 20 years,11 - 20 years,Master's degree,Woman,White,100000.0,Healthcare and Life Sciences
4/28/2021 15:51:46,25-34,Government and Public Administration,Business systems analyst,,68000.0,0.0,USD,,,United States,Washington,Richland,2 - 4 years,1 year or less,College degree,Woman,White,68000.0,Government and Public Sector
4/28/2021 15:52:18,35-44,Education (Higher Education),Program Manager,,50000.0,0.0,USD,,,USA,Louisiana,New Orleans,11 - 20 years,11 - 20 years,College degree,Woman,Black or African American,50000.0,Education and Research
4/28/2021 15:52:39,25-34,Nonprofits,Library Manager,,60000.0,0.0,USD,,,USA,Colorado,Colorado Springs,11 - 20 years,8 - 10 years,Master's degree,Woman,White,60000.0,Technology and Information
4/28/2021 15:52:45,35-44,Government and Public Administration,Assistant Director,First-line supervisor,168150.0,2000.0,USD,,,USA,District of Columbia,"Washington, DC",11 - 20 years,11 - 20 years,College degree,Man,White,170150.0,Government and Public Sector
